"id_viaje","distancia_km","duracion_min","velocidad_kmh"
"1092","6.22","8","46.65"
"1093","32.80","46","42.78"
"1094","16.78","26","38.72"
"1095","23.19","47","29.60"
"1096","26.02","53","29.46"
"1097","31.72","39","48.80"
"1098","22.11","32","41.46"
"1099","19.47","41","28.49"
"1100","9.11","21","26.03"
"1101","17.85","30","35.70"
"1102","17.95","34","31.68"
"1104","5.58","9","37.20"
"1105","10.96","26","25.29"
"1106","26.87","39","41.34"
"1107","10.85","26","25.04"
"1108","15.59","26","35.98"
"1109","35.52","48","44.40"
"1110","13.97","30","27.94"
"1111","38.78","47","49.51"
"1112","13.14","18","43.80"
"1113","13.64","24","34.10"
"1114","16.50","33","30.00"
"1115","46.13","58","47.72"
"1116","17.72","33","32.22"
"1117","32.93","54","36.59"
"1118","22.18","45","29.57"
"1120","20.44","28","43.80"
"1121","15.45","28","33.11"
"1122","39.20","58","40.55"
"1124","15.94","26","36.78"
"1125","8.72","12","43.60"
"1126","23.46","50","28.15"
"1127","8.92","18","29.73"
"1128","36.22","48","45.28"
"1129","17.24","34","30.42"
"1130","14.72","23","38.40"
"1131","6.85","12","34.25"
"1133","4.05","5","48.60"
"1134","28.00","56","30.00"
"1135","31.29","43","43.66"
"1136","33.50","48","41.88"
"1137","20.38","29","42.17"
"1138","30.85","42","44.07"
"1139","22.30","28","47.79"
"1140","36.80","47","46.98"
"1141","11.30","24","28.25"
"1142","17.14","25","41.14"
"1143","28.67","53","32.46"
"1144","30.57","37","49.57"
"1145","46.10","56","49.39"
"1146","9.68","22","26.40"
"1147","25.74","34","45.42"
"1148","8.37","14","35.87"
"1149","10.86","16","40.73"
"1150","35.91","59","36.52"
"1152","16.09","30","32.18"
"1153","24.05","31","46.55"
"1154","10.83","18","36.10"
"1156","23.82","43","33.24"
"1157","32.33","40","48.50"
"1158","28.46","38","44.94"
"1159","8.13","17","28.69"
"1160","19.18","39","29.51"
"1161","20.02","41","29.30"
"1162","4.46","9","29.73"
"1163","10.32","17","36.42"
"1164","11.36","21","32.46"
"1165","16.60","20","49.80"
"1166","13.45","18","44.83"
"1167","33.32","53","37.72"
"1168","21.37","36","35.62"
"1169","24.03","55","26.21"
"1170","6.68","12","33.40"
"1171","18.95","24","47.38"
"1173","40.43","52","46.65"
"1174","16.51","21","47.17"
"1175","4.16","6","41.60"
"1176","2.85","5","34.20"
"1177","23.99","48","29.99"
"1178","24.71","39","38.02"
"1179","26.14","41","38.25"
"1180","14.09","17","49.73"
"1181","12.36","21","35.31"
"1182","31.80","47","40.60"
"1183","4.28","6","42.80"
"1185","39.45","49","48.31"
"1187","16.04","28","34.37"
"1188","19.76","41","28.92"
"1189","35.90","44","48.95"
"1190","13.51","22","36.85"
"1191","16.81","31","32.54"
"1192","16.27","37","26.38"
"1193","9.23","14","39.56"
"1194","15.54","27","34.53"
"1195","19.66","46","25.64"
"1196","8.17","11","44.56"
"1198","3.56","5","42.72"
"1199","18.88","28","40.46"
"1200","41.10","58","42.52"
"1201","29.48","41","43.14"
"1202","26.32","33","47.85"
"1205","42.82","59","43.55"
"1206","21.96","27","48.80"
"1207","21.70","48","27.13"
"1208","8.69","11","47.40"
"1209","24.53","37","39.78"
"1210","29.91","40","44.87"
"1211","27.97","45","37.29"
"1212","4.78","10","28.68"
"1213","21.32","38","33.66"
"1214","3.10","6","31.00"
"1215","40.22","55","43.88"
"1216","26.92","47","34.37"
"1217","14.74","23","38.45"
"1218","26.28","35","45.05"
"1219","28.54","51","33.58"
"1220","30.71","56","32.90"
"1221","6.04","8","45.30"
"1222","28.69","38","45.30"
"1223","26.47","36","44.12"
"1224","40.23","59","40.91"
"1225","24.05","47","30.70"
"1226","41.45","58","42.88"
"1228","25.23","39","38.82"
"1229","7.28","15","29.12"
"1230","45.38","58","46.94"
"1231","7.58","17","26.75"
"1232","4.91","8","36.83"
"1233","16.81","27","37.36"
"1234","19.62","24","49.05"
"1235","11.00","17","38.82"
"1236","18.46","42","26.37"
"1237","22.41","50","26.89"
"1238","3.83","8","28.73"
"1239","15.96","30","31.92"
"1240","12.89","23","33.63"
"1241","34.44","46","44.92"
"1242","14.01","19","44.24"
"1243","21.63","28","46.35"
"1244","14.88","31","28.80"
"1245","30.49","56","32.67"
"1247","27.45","38","43.34"
"1248","12.65","21","36.14"
"1249","23.39","53","26.48"
"1250","8.34","17","29.44"
"1252","32.27","49","39.51"
"1253","21.49","35","36.84"
"1254","14.43","30","28.86"
"1255","29.20","58","30.21"
"1256","16.23","36","27.05"
"1258","21.72","27","48.27"
"1259","41.24","56","44.19"
"1261","35.67","47","45.54"
"1262","40.74","53","46.12"
"1263","35.75","45","47.67"
"1264","7.07","15","28.28"
"1265","23.47","36","39.12"
"1266","2.77","6","27.70"
"1267","18.31","22","49.94"
"1268","6.56","10","39.36"
"1269","10.58","13","48.83"
"1270","20.42","28","43.76"
"1271","16.55","32","31.03"
"1272","32.05","46","41.80"
"1273","28.31","45","37.75"
"1274","39.82","51","46.85"
"1275","29.15","39","44.85"
"1276","9.10","20","27.30"
"1277","32.03","43","44.69"
"1278","15.55","33","28.27"
"1280","20.41","46","26.62"
"1282","4.73","11","25.80"
"1283","29.17","56","31.25"
"1284","18.36","25","44.06"
"1285","23.41","41","34.26"
"1286","3.91","8","29.33"
"1287","35.15","43","49.05"
"1288","13.57","21","38.77"
"1289","14.27","23","37.23"
"1290","7.63","16","28.61"
"1292","28.28","36","47.13"
"1293","17.99","39","27.68"
"1294","4.80","11","26.18"
"1296","11.17","21","31.91"
"1297","9.97","19","31.48"
"1298","5.21","12","26.05"
"1299","3.99","5","47.88"
"1300","39.48","58","40.84"
"1301","18.39","29","38.05"
"1302","33.33","54","37.03"
"1303","22.09","36","36.82"
"1304","33.66","55","36.72"
"1305","13.09","26","30.21"
"1306","13.84","29","28.63"
"1308","3.49","6","34.90"
"1309","13.38","31","25.90"
"1310","17.44","25","41.86"
"1311","29.10","37","47.19"
"1312","8.61","20","25.83"
"1313","3.20","5","38.40"
"1314","22.91","46","29.88"
"1315","26.14","58","27.04"
"1316","24.89","36","41.48"
"1317","27.20","43","37.95"
"1318","25.20","36","42.00"
"1319","15.16","28","32.49"
"1320","5.48","7","46.97"
"1321","15.16","22","41.35"
"1322","24.04","56","25.76"
"1323","22.31","43","31.13"
"1324","15.20","32","28.50"
"1325","15.80","33","28.73"
"1326","42.85","59","43.58"
"1327","47.01","58","48.63"
"1328","15.17","35","26.01"
"1329","13.61","19","42.98"
"1330","9.42","22","25.69"
"1331","25.06","44","34.17"
"1332","16.48","25","39.55"
"1333","28.92","56","30.99"
"1334","12.56","25","30.14"
"1336","22.78","38","35.97"
"1338","23.83","34","42.05"
"1339","16.48","38","26.02"
"1340","34.21","51","40.25"
"1341","5.48","11","29.89"
"1342","30.12","45","40.16"
"1343","37.37","58","38.66"
"1344","34.46","52","39.76"
"1345","12.32","21","35.20"
"1346","16.47","21","47.06"
"1347","22.61","48","28.26"
"1348","29.37","39","45.18"
"1349","12.65","27","28.11"
"1350","33.00","56","35.36"
"1351","15.63","21","44.66"
"1352","15.08","21","43.09"
"1354","23.84","42","34.06"
"1355","33.83","56","36.25"
"1357","5.64","10","33.84"
"1358","26.01","40","39.02"
"1359","5.89","9","39.27"
"1360","31.06","42","44.37"
"1361","6.84","11","37.31"
"1362","4.60","7","39.43"
"1363","26.68","36","44.47"
"1364","3.99","8","29.93"
"1365","23.30","34","41.12"
"1366","16.27","35","27.89"
"1367","10.09","13","46.57"
"1368","17.66","36","29.43"
"1369","20.07","40","30.11"
"1370","16.34","34","28.84"
"1371","43.02","52","49.64"
"1372","14.72","21","42.06"
"1373","4.57","8","34.28"
"1374","19.26","33","35.02"
"1375","15.35","19","48.47"
"1376","7.82","11","42.65"
"1377","5.52","12","27.60"
"1378","43.94","58","45.46"
"1379","9.05","18","30.17"
"1380","35.28","47","45.04"
"1381","19.70","25","47.28"
"1382","11.90","24","29.75"
"1383","30.47","46","39.74"
"1384","14.34","24","35.85"
"1385","16.25","29","33.62"
"1386","11.77","27","26.16"
"1387","23.97","47","30.60"
"1388","10.24","14","43.89"
"1389","28.06","34","49.52"
"1391","13.90","23","36.26"
"1392","12.90","21","36.86"
"1394","5.68","7","48.69"
"1395","10.92","18","36.40"
"1396","22.39","43","31.24"
"1397","11.80","15","47.20"
"1398","10.83","13","49.98"
"1399","3.16","7","27.09"
"1400","30.23","51","35.56"
"1401","32.54","41","47.62"
"1402","24.38","34","43.02"
"1403","27.12","45","36.16"
"1404","20.65","30","41.30"
"1405","31.41","40","47.12"
"1406","7.79","16","29.21"
"1407","4.90","8","36.75"
"1408","46.09","59","46.87"
"1409","23.74","51","27.93"
"1410","5.11","12","25.55"
"1411","15.75","21","45.00"
"1412","4.21","7","36.09"
"1413","16.93","21","48.37"
"1415","32.17","49","39.39"
"1416","27.69","36","46.15"
"1417","34.17","47","43.62"
"1418","8.55","14","36.64"
"1419","21.58","27","47.96"
"1420","40.42","55","44.09"
"1421","15.46","23","40.33"
"1423","9.14","17","32.26"
"1424","3.84","5","46.08"
"1425","15.49","22","42.25"
"1426","5.74","7","49.20"
"1427","18.33","35","31.42"
"1428","14.75","18","49.17"
"1429","7.05","12","35.25"
"1430","19.82","40","29.73"
"1431","13.51","18","45.03"
"1432","12.34","20","37.02"
"1433","9.55","22","26.05"
"1434","16.89","27","37.53"
"1435","21.27","37","34.49"
"1436","16.79","29","34.74"
"1437","21.79","40","32.69"
"1438","25.87","49","31.68"
"1439","4.95","6","49.50"
"1440","9.48","16","35.55"
"1441","6.30","13","29.08"
"1442","32.76","45","43.68"
"1443","9.11","14","39.04"
"1444","31.97","54","35.52"
"1445","19.09","27","42.42"
"1446","25.26","47","32.25"
"1447","24.49","57","25.78"
"1448","17.79","32","33.36"
"1449","15.94","21","45.54"
"1450","5.90","9","39.33"
"1451","20.42","28","43.76"
"1452","9.95","22","27.14"
"1453","15.03","26","34.68"
"1454","30.89","47","39.43"
"1455","18.60","43","25.95"
"1456","13.78","20","41.34"
"1457","35.94","46","46.88"
"1459","8.70","11","47.45"
"1460","24.30","32","45.56"
"1461","20.26","39","31.17"
"1462","24.72","50","29.66"
"1463","21.34","32","40.01"
"1464","10.00","12","50.00"
"1465","7.90","18","26.33"
"1466","3.50","8","26.25"
"1467","22.66","54","25.18"
"1468","2.58","6","25.80"
"1469","2.77","5","33.24"
"1470","19.39","31","37.53"
"1471","23.53","52","27.15"
"1472","36.23","48","45.29"
"1474","24.13","46","31.47"
"1475","7.25","9","48.33"
"1476","23.96","50","28.75"
"1477","26.23","50","31.48"
"1478","48.20","58","49.86"
"1479","28.63","46","37.34"
"1480","10.52","13","48.55"
"1481","6.94","14","29.74"
"1482","12.14","15","48.56"
"1483","20.77","43","28.98"
"1484","4.86","8","36.45"
"1485","4.64","6","46.40"
"1486","15.62","21","44.63"
"1487","19.78","45","26.37"
"1488","4.71","6","47.10"
"1489","17.40","28","37.29"
"1491","18.15","42","25.93"
"1492","14.29","27","31.76"
"1493","11.09","21","31.69"
"1494","4.36","8","32.70"
"1495","31.47","48","39.34"
"1496","24.89","54","27.66"
"1497","17.29","41","25.30"
"1498","12.00","22","32.73"
"1499","19.33","32","36.24"
"1500","3.58","8","26.85"
"1501","8.43","11","45.98"
"1502","5.70","13","26.31"
"1503","9.91","16","37.16"
"1504","2.34","5","28.08"
"1505","40.41","54","44.90"
"1506","23.83","42","34.04"
"1507","28.22","59","28.70"
"1508","38.09","46","49.68"
"1509","17.22","37","27.92"
"1510","19.26","33","35.02"
"1511","29.16","45","38.88"
"1512","22.25","52","25.67"
"1513","40.51","55","44.19"
"1514","6.42","9","42.80"
"1515","35.23","43","49.16"
"1516","25.60","46","33.39"
"1517","35.69","45","47.59"
"1518","17.16","37","27.83"
"1519","13.06","27","29.02"
"1520","36.98","51","43.51"
"1521","37.86","46","49.38"
"1522","26.37","43","36.80"
"1523","18.93","26","43.68"
"1524","20.10","27","44.67"
"1525","11.14","25","26.74"
"1526","35.07","44","47.82"
"1528","22.66","47","28.93"
"1529","14.05","20","42.15"
"1530","5.89","8","44.18"
"1531","14.03","18","46.77"
"1532","20.51","39","31.55"
"1534","17.56","25","42.14"
"1535","13.64","29","28.22"
"1536","25.84","38","40.80"
"1537","24.54","41","35.91"
"1538","33.06","42","47.23"
"1539","25.24","59","25.67"
"1540","38.43","49","47.06"
"1541","3.19","7","27.34"
"1542","8.83","17","31.16"
"1543","46.76","58","48.37"
"1544","17.10","38","27.00"
"1545","43.77","57","46.07"
"1546","31.46","38","49.67"
"1547","6.44","12","32.20"
"1548","30.59","51","35.99"
"1549","11.31","15","45.24"
"1550","43.71","57","46.01"
"1551","30.87","46","40.27"
"1552","14.32","22","39.05"
"1553","4.62","6","46.20"
"1554","27.65","42","39.50"
"1557","42.90","56","45.96"
"1558","13.50","27","30.00"
"1559","20.72","25","49.73"
"1560","30.85","45","41.13"
"1561","34.43","50","41.32"
"1562","12.42","24","31.05"
"1563","18.31","24","45.78"
"1564","21.11","38","33.33"
"1565","18.01","29","37.26"
"1566","26.93","35","46.17"
"1567","10.27","14","44.01"
"1568","9.22","14","39.51"
"1570","30.52","44","41.62"
"1571","21.21","31","41.05"
"1572","5.76","7","49.37"
"1573","20.54","31","39.75"
"1574","27.63","58","28.58"
"1575","23.72","35","40.66"
"1576","23.34","52","26.93"
"1577","7.06","12","35.30"
"1578","38.47","57","40.49"
"1579","44.30","54","49.22"
"1580","29.71","37","48.18"
"1581","33.34","57","35.09"
"1583","37.50","57","39.47"
"1584","25.80","32","48.38"
"1585","4.63","7","39.69"
"1587","15.26","24","38.15"
"1588","11.33","18","37.77"
"1589","24.65","51","29.00"
"1590","17.01","28","36.45"
"1591","8.72","15","34.88"
"1592","25.61","49","31.36"
"1593","16.04","22","43.75"
"1594","5.48","7","46.97"
"1595","9.95","19","31.42"
"1596","12.05","20","36.15"
"1597","5.84","10","35.04"
"1598","26.33","33","47.87"
"1599","3.93","6","39.30"
"1600","19.81","36","33.02"
"1601","27.02","44","36.85"
"1602","15.08","36","25.13"
"1603","13.34","25","32.02"
"1604","26.76","51","31.48"
"1605","24.33","36","40.55"
"1606","20.42","40","30.63"
"1607","17.74","40","26.61"
"1608","5.67","7","48.60"
"1609","27.16","51","31.95"
"1610","20.92","39","32.18"
"1611","11.02","21","31.49"
"1612","28.50","41","41.71"
"1613","7.97","15","31.88"
"1615","41.79","53","47.31"
"1616","29.69","45","39.59"
"1617","20.36","47","25.99"
"1618","25.62","51","30.14"
"1619","26.35","41","38.56"
"1620","25.51","36","42.52"
"1621","22.53","49","27.59"
"1622","25.94","35","44.47"
"1623","3.78","5","45.36"
"1624","12.27","20","36.81"
"1625","2.55","6","25.50"
"1626","8.92","13","41.17"
"1627","19.76","25","47.42"
"1628","11.55","19","36.47"
"1629","10.49","16","39.34"
"1630","23.66","37","38.37"
"1631","8.14","13","37.57"
"1632","18.88","31","36.54"
"1633","5.59","11","30.49"
"1634","26.50","48","33.13"
"1635","13.38","31","25.90"
"1636","15.32","22","41.78"
"1637","16.16","37","26.21"
"1638","20.88","50","25.06"
"1639","32.30","46","42.13"
"1640","9.47","13","43.71"
"1641","23.62","56","25.31"
"1642","9.82","12","49.10"
"1643","18.02","37","29.22"
"1645","5.66","7","48.51"
"1646","4.75","11","25.91"
"1648","23.14","28","49.59"
"1649","8.35","11","45.55"
"1650","25.54","51","30.05"
"1652","10.08","23","26.30"
"1653","20.87","33","37.95"
"1654","22.89","52","26.41"
"1655","5.58","9","37.20"
"1656","41.55","55","45.33"
"1657","5.74","13","26.49"
"1658","12.54","30","25.08"
"1659","36.46","47","46.54"
"1660","18.18","33","33.05"
"1661","28.59","45","38.12"
"1662","15.88","33","28.87"
"1663","30.24","37","49.04"
"1664","5.58","10","33.48"
"1665","10.09","17","35.61"
"1666","18.80","26","43.38"
"1667","41.69","58","43.13"
"1668","34.66","53","39.24"
"1669","4.89","10","29.34"
"1670","26.80","35","45.94"
"1671","28.96","40","43.44"
"1672","33.11","52","38.20"
"1673","14.96","33","27.20"
"1674","23.55","43","32.86"
"1675","11.26","25","27.02"
"1676","26.83","59","27.28"
"1677","36.69","49","44.93"
"1678","10.67","13","49.25"
"1679","39.24","58","40.59"
"1680","20.61","45","27.48"
"1681","8.98","21","25.66"
"1682","26.51","44","36.15"
"1683","19.28","39","29.66"
"1684","18.86","38","29.78"
"1685","14.92","29","30.87"
"1686","21.59","29","44.67"
"1687","8.68","12","43.40"
"1688","12.49","18","41.63"
"1689","20.74","43","28.94"
"1690","40.66","57","42.80"
"1691","29.86","44","40.72"
"1692","23.21","55","25.32"
"1693","10.87","20","32.61"
"1694","32.14","55","35.06"
"1695","2.26","5","27.12"
"1696","6.97","9","46.47"
"1697","9.23","15","36.92"
"1698","45.43","57","47.82"
"1699","31.51","47","40.23"
"1700","12.48","24","31.20"
"1701","30.46","38","48.09"
"1702","46.15","56","49.45"
"1703","7.57","17","26.72"
"1705","39.36","59","40.03"
"1706","30.27","46","39.48"
"1707","3.29","7","28.20"
"1708","27.26","34","48.11"
"1709","14.91","23","38.90"
"1710","36.63","55","39.96"
"1711","19.04","44","25.96"
"1712","13.84","30","27.68"
"1713","24.74","30","49.48"
"1714","26.00","41","38.05"
"1715","7.85","10","47.10"
"1716","4.52","7","38.74"
"1717","32.75","57","34.47"
"1718","21.00","38","33.16"
"1719","17.81","27","39.58"
"1720","22.96","43","32.04"
"1721","14.40","30","28.80"
"1722","22.55","42","32.21"
"1723","6.99","15","27.96"
"1724","25.71","40","38.57"
"1725","27.32","33","49.67"
"1726","17.67","39","27.18"
"1728","4.71","8","35.33"
"1729","15.78","37","25.59"
"1730","18.57","28","39.79"
"1731","16.52","22","45.05"
"1732","25.61","36","42.68"
"1733","7.82","14","33.51"
"1734","23.44","34","41.36"
"1735","27.47","46","35.83"
"1736","8.43","11","45.98"
"1737","10.39","20","31.17"
"1739","21.81","34","38.49"
"1740","4.93","9","32.87"
"1741","19.46","42","27.80"
"1742","45.30","58","46.86"
"1743","18.22","42","26.03"
"1744","39.31","49","48.13"
"1745","21.29","29","44.05"
"1746","24.83","33","45.15"
"1747","5.64","12","28.20"
"1748","12.58","30","25.16"
"1749","23.62","38","37.29"
"1750","32.70","41","47.85"
"1751","24.39","36","40.65"
